500, 8.936, 0.0080344
1000, 8.838, 0.0079901
500, 8.740, 0.0079679
1000, 8.765, 0.0079235
1500, 8.887, 0.0078791
2000, 8.911, 0.0081010
2500, 8.716, 0.0081232
3000, 8.667, 0.0079235
3500, 8.911, 0.0079235
4000, 8.789, 0.0078791
4500, 8.862, 0.0081010
5000, 8.813, 0.0080566
5500, 8.862, 0.0082120
6000, 8.936, 0.0080566
6500, 8.862, 0.0080123
7000, 8.813, 0.0079679
7500, 8.789, 0.0078569
8000, 8.618, 0.0079679
8500, 8.643, 0.0081232
9000, 8.789, 0.0081232
9500, 8.813, 0.0080344
10000, 8.716, 0.0079013
10500, 8.740, 0.0079235
11000, 8.740, 0.0079235
11500, 8.765, 0.0079679
12000, 8.887, 0.0080123
12500, 8.691, 0.0079457
13000, 8.472, 0.0079457
13500, 8.936, 0.0080788
14000, 8.691, 0.0077903
14500, 8.667, 0.0081010
15000, 8.740, 0.0077681
15500, 8.838, 0.0080788
16000, 8.447, 0.0077903
16500, 8.813, 0.0079901
17000, 8.521, 0.0078791
17500, 8.911, 0.0079901
18000, 8.691, 0.0078791
18500, 8.765, 0.0079457
19000, 8.691, 0.0080344
19500, 8.594, 0.0078125
20000, 8.838, 0.0080123
20500, 8.472, 0.0078569
21000, 8.862, 0.0079901
21500, 8.643, 0.0079235
22000, 8.472, 0.0078569
22500, 8.667, 0.0078125
23000, 8.813, 0.0079679
23500, 8.740, 0.0079457
24000, 8.789, 0.0077681
24500, 8.618, 0.0078125
25000, 8.789, 0.0080566
25500, 8.936, 0.0080566
26000, 8.545, 0.0079901
26500, 8.521, 0.0079901
27000, 8.789, 0.0078125
27500, 8.789, 0.0079679
28000, 8.887, 0.0080566
28500, 8.667, 0.0080566
29000, 8.618, 0.0078347
29500, 8.521, 0.0077459
30000, 8.594, 0.0078125
30500, 8.960, 0.0079457
31000, 8.838, 0.0080123
31500, 8.716, 0.0080123
32000, 8.716, 0.0078791
32500, 8.643, 0.0077459
33000, 8.667, 0.0080123
33500, 8.838, 0.0080123
34000, 8.447, 0.0077903
34500, 8.521, 0.0077681
35000, 8.765, 0.0077459
35500, 8.789, 0.0078125
36000, 8.716, 0.0079679
36500, 8.765, 0.0081232
37000, 8.789, 0.0081010
37500, 8.716, 0.0079679
38000, 8.643, 0.0079013
38500, 8.569, 0.0079013
39000, 8.569, 0.0081010
39500, 8.594, 0.0079901
40000, 8.740, 0.0080566
40500, 8.765, 0.0081010
41000, 8.765, 0.0078125
41500, 8.789, 0.0078347
42000, 8.740, 0.0078569
42500, 8.691, 0.0078347
43000, 8.667, 0.0078569
43500, 8.618, 0.0078347
44000, 8.545, 0.0079013
44500, 8.643, 0.0078791
45000, 8.594, 0.0079013
45500, 8.569, 0.0078569
46000, 8.740, 0.0078791
46500, 8.765, 0.0080123
47000, 8.691, 0.0076793
47500, 8.594, 0.0078569
48000, 8.813, 0.0080788
48500, 8.862, 0.0079901
49000, 8.423, 0.0077903
49500, 8.496, 0.0079901
50000, 8.716, 0.0079679
50500, 8.716, 0.0078569
51000, 8.667, 0.0079013
51500, 8.521, 0.0077237
52000, 8.716, 0.0078125
52500, 8.740, 0.0079013
53000, 8.691, 0.0078569
53500, 8.618, 0.0078791
54000, 8.740, 0.0079901
54500, 8.667, 0.0079901
55000, 8.594, 0.0078125
55500, 8.716, 0.0078125
56000, 8.643, 0.0077903
56500, 8.618, 0.0077903
57000, 8.618, 0.0076349
57500, 8.691, 0.0077237
58000, 8.618, 0.0077459
58500, 8.496, 0.0077459
59000, 8.838, 0.0079901
59500, 8.887, 0.0079901
60000, 8.643, 0.0079235
60500, 8.521, 0.0077903
61000, 8.765, 0.0077237
61500, 8.887, 0.0079679
62000, 8.691, 0.0081010
62500, 8.447, 0.0076349
63000, 8.618, 0.0079013
63500, 8.838, 0.0080788
64000, 8.447, 0.0079013
64500, 8.667, 0.0077681
65000, 8.838, 0.0077237
65500, 8.691, 0.0080123
66000, 8.545, 0.0077237
66500, 8.838, 0.0079235
67000, 8.618, 0.0079235
67500, 8.643, 0.0077237
68000, 8.667, 0.0079901
68500, 8.521, 0.0077237
69000, 8.862, 0.0078791
69500, 8.447, 0.0078347
70000, 8.838, 0.0076349
70500, 8.569, 0.0079901
71000, 8.643, 0.0076127
71500, 8.740, 0.0079235
72000, 8.545, 0.0076571
72500, 8.594, 0.0078569
73000, 8.643, 0.0078347
73500, 8.569, 0.0077459
74000, 8.789, 0.0078347
74500, 8.569, 0.0079457
75000, 8.789, 0.0077459
75500, 8.643, 0.0080566
76000, 8.643, 0.0077903
76500, 8.740, 0.0079457
77000, 8.545, 0.0077681
77500, 8.740, 0.0078347
78000, 8.496, 0.0077903
78500, 8.887, 0.0077237
79000, 8.521, 0.0078347
79500, 8.545, 0.0078569
80000, 8.618, 0.0077459
80500, 8.423, 0.0079679
81000, 8.643, 0.0078791
81500, 8.643, 0.0076793
82000, 8.716, 0.0079013
82500, 8.398, 0.0076793
83000, 8.691, 0.0078125
83500, 8.618, 0.0077681
84000, 8.447, 0.0078791
84500, 8.643, 0.0079679
85000, 8.569, 0.0076571
85500, 8.545, 0.0075906
86000, 8.618, 0.0079235
86500, 8.765, 0.0079901
87000, 8.789, 0.0078125
87500, 8.594, 0.0078125
88000, 8.447, 0.0078347
88500, 8.447, 0.0078125
89000, 8.594, 0.0078125
89500, 8.740, 0.0077681
90000, 8.716, 0.0078347
90500, 8.618, 0.0076127
91000, 8.423, 0.0077015
91500, 8.594, 0.0080344
92000, 8.472, 0.0076571
92500, 8.447, 0.0077459
93000, 8.691, 0.0080123
93500, 8.691, 0.0079013
94000, 8.374, 0.0077681
94500, 8.423, 0.0078791
95000, 8.618, 0.0079235
95500, 8.594, 0.0078347
96000, 8.569, 0.0078125
96500, 8.545, 0.0078347
97000, 8.716, 0.0077903
97500, 8.569, 0.0078569
98000, 8.691, 0.0078791
98500, 8.667, 0.0078569
99000, 8.545, 0.0078347
99500, 8.521, 0.0077015
100000, 8.496, 0.0076571
100500, 8.423, 0.0077459
101000, 8.765, 0.0079013
101500, 8.594, 0.0079235
102000, 8.569, 0.0078125
102500, 8.618, 0.0077459
103000, 8.594, 0.0077681
103500, 8.667, 0.0077459
104000, 8.545, 0.0077459
104500, 8.691, 0.0079235
105000, 8.740, 0.0078791
105500, 8.447, 0.0077903
106000, 8.301, 0.0078125
106500, 8.740, 0.0078791
107000, 8.838, 0.0077681
107500, 8.569, 0.0076349
108000, 8.521, 0.0079679
108500, 8.569, 0.0080344
109000, 8.643, 0.0077681
109500, 8.618, 0.0076127
110000, 8.594, 0.0077681
110500, 8.594, 0.0078569
111000, 8.447, 0.0078347
111500, 8.545, 0.0077459
112000, 8.691, 0.0076571
112500, 8.716, 0.0079235
113000, 8.545, 0.0077459
113500, 8.521, 0.0078569
114000, 8.618, 0.0079235
114500, 8.521, 0.0076349
115000, 8.765, 0.0079457
115500, 8.496, 0.0076571
116000, 8.472, 0.0076571
116500, 8.740, 0.0078347
117000, 8.325, 0.0078125
117500, 8.643, 0.0079457
118000, 8.472, 0.0077015
118500, 8.545, 0.0079679
119000, 8.594, 0.0076127
119500, 8.643, 0.0079235
120000, 8.496, 0.0075684
120500, 8.691, 0.0078125
121000, 8.447, 0.0076793
121500, 8.716, 0.0077681
122000, 8.496, 0.0078125
122500, 8.667, 0.0077681
123000, 8.447, 0.0078125
123500, 8.521, 0.0077237
124000, 8.472, 0.0077237
124500, 8.496, 0.0079235
125000, 8.447, 0.0076571
125500, 8.569, 0.0079235
126000, 8.447, 0.0077015
126500, 8.643, 0.0078125
127000, 8.521, 0.0076571
127500, 8.643, 0.0078569
128000, 8.618, 0.0076571
128500, 8.667, 0.0078791
129000, 8.521, 0.0075684
129500, 8.618, 0.0079457
130000, 8.301, 0.0075684
130500, 8.667, 0.0079013
131000, 8.643, 0.0078347
131500, 8.423, 0.0076571
132000, 8.618, 0.0078347
132500, 8.521, 0.0076127
133000, 8.594, 0.0077681
133500, 8.423, 0.0075906
134000, 8.521, 0.0078125
134500, 8.545, 0.0077681
135000, 8.447, 0.0077015
135500, 8.545, 0.0078569
136000, 8.325, 0.0076571
136500, 8.594, 0.0077459
137000, 8.447, 0.0077903
137500, 8.618, 0.0075906
138000, 8.545, 0.0077015
138500, 8.618, 0.0077903
139000, 8.569, 0.0074796
139500, 8.594, 0.0078347
140000, 8.716, 0.0077681
140500, 8.472, 0.0076793
141000, 8.594, 0.0077681
141500, 8.496, 0.0078347
142000, 8.423, 0.0078569
142500, 8.569, 0.0076127
143000, 8.423, 0.0077903
143500, 8.447, 0.0078569
144000, 8.545, 0.0077237
144500, 8.472, 0.0076793
145000, 8.691, 0.0077903
145500, 8.643, 0.0078125
146000, 8.496, 0.0078569
146500, 8.325, 0.0078791
147000, 8.423, 0.0077459
147500, 8.594, 0.0076571
148000, 8.521, 0.0076127
148500, 8.618, 0.0077903
149000, 8.594, 0.0079235
149500, 8.569, 0.0078125
150000, 8.423, 0.0077681
150500, 8.350, 0.0077237
151000, 8.496, 0.0076571
151500, 8.472, 0.0076349
152000, 8.423, 0.0076571
152500, 8.472, 0.0077237
153000, 8.765, 0.0077681
153500, 8.740, 0.0077903
154000, 8.618, 0.0077903
154500, 8.423, 0.0078125
155000, 8.374, 0.0077459
155500, 8.545, 0.0077459
156000, 8.521, 0.0077681
156500, 8.423, 0.0075684
157000, 8.447, 0.0076349
157500, 8.447, 0.0077903
158000, 8.496, 0.0077459
158500, 8.643, 0.0077237
159000, 8.472, 0.0078791
159500, 8.496, 0.0078791
160000, 8.545, 0.0078569
160500, 8.521, 0.0077903
161000, 8.423, 0.0077903
161500, 8.447, 0.0077015
162000, 8.398, 0.0076571
162500, 8.276, 0.0077681
163000, 8.276, 0.0077681
163500, 8.374, 0.0077903
164000, 8.374, 0.0077015
164500, 8.350, 0.0075684
165000, 8.325, 0.0075240
165500, 8.350, 0.0076349
166000, 8.276, 0.0075240
166500, 8.325, 0.0077237
167000, 8.276, 0.0077459
167500, 8.423, 0.0076127
168000, 8.423, 0.0076571
168500, 8.350, 0.0076349
169000, 8.398, 0.0074796
169500, 8.423, 0.0074130
170000, 8.325, 0.0075684
170500, 8.325, 0.0076127
171000, 8.228, 0.0075462
171500, 8.301, 0.0077459
172000, 8.398, 0.0079013
172500, 8.423, 0.0077903
173000, 8.545, 0.0078125
173500, 8.496, 0.0078569
174000, 8.569, 0.0078347
174500, 8.667, 0.0076793
175000, 8.618, 0.0077459
175500, 8.521, 0.0077459
176000, 8.594, 0.0076127
176500, 8.545, 0.0077237
177000, 8.472, 0.0077459
177500, 8.423, 0.0076793
178000, 8.521, 0.0076793
178500, 8.398, 0.0077015
179000, 8.447, 0.0076571
179500, 8.423, 0.0077015
180000, 8.325, 0.0078569
180500, 8.398, 0.0077903
181000, 8.398, 0.0077681
181500, 8.447, 0.0077681
182000, 8.374, 0.0077903
182500, 8.423, 0.0077015
183000, 8.496, 0.0077681
183500, 8.325, 0.0078347
184000, 8.374, 0.0078569
184500, 8.423, 0.0077903
185000, 8.496, 0.0077903
185500, 8.569, 0.0078125
186000, 8.667, 0.0077681
186500, 8.618, 0.0077015
187000, 8.569, 0.0078125
187500, 8.496, 0.0077903
188000, 8.618, 0.0077237
188500, 8.496, 0.0078569
189000, 8.423, 0.0078347
189500, 8.496, 0.0079679
190000, 8.545, 0.0079013
190500, 8.618, 0.0079235
191000, 8.594, 0.0078569
191500, 8.643, 0.0077015
192000, 8.643, 0.0076127
